S.n,Day,Source,Item,Quantity,Total Weight
1535,7/10/2022,Can Castle Contest,Cereal,1,0
1536,7/10/2022,University Club,Peanut Butter Crackers,1,0
1537,7/11/2022,Local Grocery,Granola Bars,3,0
1538,7/12/2022,HAFB,Fruit / Cereal / Breakfast Bar,2,0
1539,7/13/2022,Homecoming Philanthropy,Scent Booster,2,0
1540,7/13/2022,Individual Donor,Cereal,2,0
1541,7/14/2022,HAFB,Rice Krispies Treats,2,0
1542,7/15/2022,Local Grocery,Rice,2,0
1543,7/16/2022,HAFB,Peanut Butter Crackers,2,0
1544,7/17/2022,HAFB,Spaghetti Rings Pasta,2,0
1545,7/18/2022,sorority,Highlighters,3,0
1546,7/18/2022,Troy University Nursing School,Canned Vegetables,2,0
1547,7/18/2022,HAFB,Pasta,2,0
1548,7/19/2022,University Club,Rice,2,0
1549,7/19/2022,Freshmen Forum,Cereal,1,0
1550,7/20/2022,HAFB,Scent Booster,3,0
1551,7/20/2022,University Club,Toothpaste,1,0
1552,7/20/2022,HAFB,Juice Boxes,1,0
1553,7/21/2022,HAFB,Laundry Detergent,2,0
1554,7/22/2022,Local Grocery,Toilet Paper,2,0
1555,7/22/2022,Individual Donor,Ramen,1,0
1556,7/22/2022,Anonymous donor,Peanut Butter Crackers,1,0
1557,7/22/2022,HAFB,Applesauce (ind),2,0
1558,7/24/2022,HAFB,Scent Booster,2,0
1559,7/26/2022,HAFB,Canned Beans,2,0
1560,7/26/2022,Anonymous donor,Light Red Kidney Beans,2,0
1561,7/27/2022,Anonymous donor,Peanut Butter Crackers,2,0
1562,7/28/2022,Community Center,Scent Booster,2,0
1563,7/28/2022,Anonymous donor,Spaghetti Rings Pasta,2,0
1564,7/28/2022,University Club,Rice,2,0
1565,7/28/2022,Anonymous donor,Spaghetti Rings Pasta,1,0
1566,7/28/2022,Starting Inventory,Pasta,1,0
1567,7/29/2022,Community Center,Scent Booster,2,0
1568,7/30/2022,Local Grocery,Juice Boxes,2,0
1569,7/30/2022,Individual Donor,Pasta,2,0
1570,7/30/2022,Local Grocery,Canned Beans,3,0
1571,7/31/2022,Community Center,Toothpaste,3,0
1572,8/1/2022,HAFB,Fruit cup,3,0
1573,8/2/2022,Community Center,Spaghetti Rings Pasta,4,0
1574,8/2/2022,Homecoming Philanthropy,Scent Booster,4,0
1575,8/3/2022,Individual Donor,Pens,5,0
1576,8/3/2022,Anonymous donor,Canned Vegetables,4,0
1577,8/4/2022,Anonymous donor,Scent Booster,7,0
1578,8/5/2022,HAFB,Chunk Chicken Breast,3,0
1579,8/5/2022,HAFB,Toilet Paper,6,0
1580,8/5/2022,Starting Inventory,Canned Vegetables,5,0
1581,8/6/2022,Individual Donor,Fruit cup,4,0
1582,8/6/2022,HAFB,Spaghetti Rings Pasta,5,0
1583,8/7/2022,Individual Donor,Fruit cup,5,0
1584,8/7/2022,Local Grocery,Rice,4,0
1585,8/7/2022,Anonymous donor,Canned Beans,5,0
1586,8/8/2022,Individual Donor,Ramen,7,0
1587,8/8/2022,Anonymous donor,Spaghetti Rings Pasta,5,0
1588,8/9/2022,Local Grocery,Applesauce (ind),4,0
1589,8/9/2022,Local Grocery,Toilet Paper,4,0
1590,8/10/2022,sorority,Peanut Butter Crackers,5,0
1591,8/11/2022,Anonymous donor,Feminine Products (Pads),4,0
1592,8/11/2022,HAFB,Toothpaste,5,0
1593,8/11/2022,University Club,Juice Boxes,4,0
1594,8/11/2022,Individual Donor,Pasta,5,0
1595,8/12/2022,Community Center,Canned Beans,4,0
1596,8/12/2022,Anonymous donor,Peanut Butter Crackers,5,0
1597,8/12/2022,Can Castle Contest,Scent Booster,4,0
1598,8/12/2022,HAFB,Fruit cup,2,0
1599,8/14/2022,University Club,Canned Vegetables,4,0
1600,8/14/2022,HAFB,Bar Soap,4,0
1601,8/16/2022,Individual Donor,Laundry Detergent,2,0
1602,8/16/2022,Starting Inventory,Toothpaste,3,0
1603,8/17/2022,HAFB,Cereal (ind),2,0
1604,8/17/2022,Individual Donor,Toilet Paper,4,0
1605,8/17/2022,HAFB,Applesauce (ind),4,0
1606,8/18/2022,Can Castle Contest,Green Beans,4,0
1607,8/18/2022,University Club,Cereal,4,0
1608,8/19/2022,Community Center,Granola Bars,4,0
1609,8/19/2022,Community Center,Peanut Butter,3,0
1610,8/20/2022,HAFB,Toothpaste,4,0
1611,8/21/2022,Local Grocery,Scent Booster,3,0
1612,8/23/2022,HAFB,Pasta,6,0
1613,8/23/2022,Local Grocery,Toothpaste,5,0
1614,8/25/2022,Anonymous donor,Cereal,3,0
1615,8/25/2022,HAFB,Granola Bars,4,0
1616,8/26/2022,HAFB,Ramen,7,0
1617,8/26/2022,HAFB,Pretzels,3,0
1618,8/27/2022,HAFB,Peanut Butter,5,0
1619,8/27/2022,HAFB,Ramen,3,0
1620,8/28/2022,University Club,Softener,4,0
1621,8/28/2022,Community Center,Peanut Butter Crackers,5,0
1622,8/28/2022,Local Grocery,"Laundry Detergent, Softener, Scent Booster",4,0
1623,8/30/2022,HAFB,Spaghetti Rings Pasta,5,0
1624,8/30/2022,Anonymous donor,Canned Beans,3,0
1625,8/31/2022,HAFB,Applesauce (ind),4,0
1626,8/31/2022,Anonymous donor,Fruit cup,5,0
1627,9/1/2022,University Club,Chunk Chicken Breast,6,0
1628,9/1/2022,Can Castle Contest,Toothpaste,9,0
1629,9/1/2022,Individual Donor,Applesauce (ind),6,0
1630,9/2/2022,HAFB,Juice Boxes,8,0
1631,9/2/2022,Anonymous donor,Granola Bars,9,0
1632,9/3/2022,Anonymous donor,Scent Booster,8,0
1633,9/3/2022,Starting Inventory,Applesauce (ind),8,0
1634,9/3/2022,Local Grocery,Rice,5,0
1635,9/4/2022,Community Center,Juice Boxes,6,0
1636,9/4/2022,Anonymous donor,Canned Vegetables,6,0
1637,9/5/2022,Individual Donor,"Laundry Detergent, Softener, Scent Booster",8,0
1638,9/5/2022,HAFB,Toothpaste,9,0
1639,9/6/2022,Community Center,Pasta,5,0
1640,9/7/2022,University Club,Canned Vegetables,6,0
1641,9/7/2022,University Club,Canned Beans,7,0
1642,9/8/2022,HAFB,Juice Boxes,8,0
1643,9/9/2022,Starting Inventory,Softener,5,0
1644,9/9/2022,HAFB,Canned Vegetables,5,0
1645,9/10/2022,Individual Donor,Toilet Paper,6,0
1646,9/11/2022,Community Center,Toothbrushes,4,0
1647,9/12/2022,Anonymous donor,Feminine Products (Pads),11,0
1648,9/12/2022,Community Center,Canned Beans,4,0
1649,9/13/2022,Anonymous donor,Canned Vegetables,8,0
1650,9/13/2022,NPHC,Toothpaste,8,0
1651,9/14/2022,HAFB,Rice,6,0
1652,9/14/2022,Community Center,Granola Bars,12,0
1653,9/14/2022,HAFB,Juice Boxes,11,0
1654,9/15/2022,Local Grocery,Softener,6,0
1655,9/16/2022,Police Amnesty Day,Peanut Butter Crackers,6,0
1656,9/17/2022,HAFB,Chips/Crackers,7,0
1657,9/17/2022,Community Center,Pasta,10,0
1658,9/17/2022,HAFB,Cereal,7,0
1659,9/18/2022,University Club,Toilet Paper,6,0
1660,9/19/2022,Local Grocery,Pasta,7,0
1661,9/19/2022,Individual Donor,Chunk Chicken Breast,8,0
1662,9/19/2022,HAFB,Beefaroni,6,0
1663,9/21/2022,HAFB,Juice Boxes,7,0
1664,9/23/2022,Anonymous donor,Rice Krispies Treats,9,0
1665,9/23/2022,HAFB,Fruit cup,6,0
1666,9/25/2022,HAFB,Applesauce (ind),6,0
1667,9/25/2022,Individual Donor,Peanut Butter,6,0
1668,9/27/2022,MGM Non-profit,Granola Bars,7,0
1669,9/27/2022,Anonymous donor,Ramen,5,0
1670,9/27/2022,Local Grocery,Spaghetti Rings Pasta,7,0
1671,9/29/2022,Individual Donor,Oatmeal,5,0
1672,9/29/2022,HAFB,Canned Beans,6,0
1673,10/1/2022,HAFB,Granola Bars,11,0
1674,10/2/2022,HAFB,Peanut Butter,15,0
1675,10/3/2022,Individual Donor,Vienna Sausages,14,0
1676,10/3/2022,University Club,Ramen,12,0
1677,10/4/2022,Starting Inventory,Laundry Detergent,6,0
1678,10/5/2022,Anonymous donor,Pasta,15,0
1679,10/5/2022,University Club,Bar Soap,9,0
1680,10/6/2022,Local Grocery,Applesauce (ind),10,0
1681,10/6/2022,Starting Inventory,Applesauce (ind),18,0
1682,10/7/2022,University Club,Rice Krispies Treats,10,0
1683,10/7/2022,Anonymous donor,Spaghetti Rings Pasta,15,0
1684,10/8/2022,University Club,Granola Bars,11,0
1685,10/8/2022,Community Center,Pork and Beans,9,0
1686,10/9/2022,Anonymous donor,Toothpaste,12,0
1687,10/10/2022,University Club,Ramen,14,0
1688,10/12/2022,Local Grocery,Chips/Crackers,15,0
1689,10/12/2022,HAFB,Scent Booster,6,0
1690,10/14/2022,Anonymous donor,Ramen,12,0
1691,10/14/2022,Individual Donor,Toothpaste,11,0
1692,10/14/2022,Local Grocery,Rice Krispies Treats,10,0
1693,10/15/2022,Community Center,Peanut Butter,11,0
1694,10/15/2022,Local Grocery,Ramen,10,0
1695,10/17/2022,HAFB,Rice Krispies Treats,15,0
1696,10/18/2022,HAFB,Rice,11,0
1697,10/18/2022,HAFB,Scent Booster,15,0
1698,10/18/2022,Amnesty Day,Rice,10,0
1699,10/19/2022,Community Center,Peanut Butter Crackers,11,0
1700,10/19/2022,Anonymous donor,Canned Vegetables,7,0
1701,10/19/2022,HAFB,Ramen,9,0
1702,10/20/2022,MGM Non-profit,Pasta,9,0
1703,10/24/2022,Anonymous donor,Canned Beans,11,0
1704,10/24/2022,Anonymous donor,Peanut Butter,17,0
1705,10/25/2022,MGM Non-profit,Granola Bars,8,0
1706,10/25/2022,Anonymous donor,Granola Bars,17,0
1707,10/25/2022,HAFB,Peanut Butter Crackers,11,0
1708,10/26/2022,Local Grocery,Applesauce (ind),9,0
1709,10/26/2022,Homecoming Philanthropy,Pasta,8,0
1710,10/26/2022,Local Grocery,Pasta,16,0
1711,10/27/2022,Anonymous donor,Peanut Butter Crackers,11,0
1712,10/30/2022,Local Grocery,Peanut Butter Crackers,7,0
1713,10/30/2022,University Club,Rice Krispies Treats,12,0
1714,10/30/2022,Local Grocery,Canned Vegetables,12,0
1715,10/31/2022,Anonymous donor,Softener,9,0
1716,10/31/2022,HAFB,Toilet Paper,13,0
1717,11/1/2022,Community Center,Fruit cup,12,0
1718,11/1/2022,University Club,Softener,12,0
1719,11/1/2022,Individual Donor,Scent Booster,14,0
1720,11/4/2022,HAFB,Softener,17,0
1721,11/4/2022,HAFB,Rice Krispies Treats,9,0
1722,11/6/2022,HAFB,Pasta,13,0
1723,11/9/2022,HAFB,Granola Bars,16,0
1724,11/11/2022,Individual Donor,Fruit cup,11,0
1725,11/11/2022,Local Grocery,Scent Booster,13,0
1726,11/12/2022,University Club,Applesauce (ind),10,0
1727,11/12/2022,Anonymous donor,Lotion,9,0
1728,11/12/2022,Homecoming Philanthropy,Rice Krispies Treats,12,0
1729,11/13/2022,Anonymous donor,Scent Booster,7,0
1730,11/13/2022,HAFB,Scent Booster,19,0
1731,11/14/2022,Anonymous donor,Ramen,13,0
1732,11/14/2022,Individual Donor,Applesauce (ind),9,0
1733,11/15/2022,sorority,Scent Booster,12,0
1734,11/16/2022,HAFB,Toothpaste,9,0
1735,11/16/2022,Community Center,Scent Booster,13,0
1736,11/16/2022,University Club,Rice,16,0
1737,11/17/2022,Individual Donor,Toothpaste,13,0
1738,11/17/2022,Anonymous donor,Canned Vegetables,13,0
1739,11/18/2022,Local Grocery,Rice,13,0
1740,11/20/2022,HAFB,Fruit cup,15,0
1741,11/20/2022,University Club,Toilet Paper,5,0
1742,11/20/2022,Individual Donor,Peanut Butter Crackers,11,0
1743,11/21/2022,HAFB,Peanut Butter,11,0
1744,11/22/2022,Anonymous donor,Sparkling Water,13,0
1745,11/23/2022,Individual Donor,Canned Beans,18,0
1746,11/23/2022,University Club,Rice,10,0
1747,11/23/2022,HAFB,Cereal,9,0
1748,11/23/2022,Individual Donor,Ramen,8,0
1749,11/24/2022,Individual Donor,Pasta,15,0
1750,11/26/2022,HAFB,Laundry Detergent,11,0
1751,11/26/2022,Individual Donor,Pasta,11,0
1752,11/26/2022,Individual Donor,Bar Soap,12,0
1753,11/30/2022,MGM Non-profit,Rice,7,0
1754,11/30/2022,Anonymous donor,Spaghetti Rings Pasta,12,0
1755,11/30/2022,University Club,Spaghetti Rings Pasta,15,0
1756,12/1/2022,HAFB,Spaghetti Rings Pasta,1,0
1757,12/1/2022,MGM Non-profit,Cereal,18,0
1758,12/1/2022,Homecoming Philanthropy,Canned Vegetables,2,0
1759,12/2/2022,Community Center,Canned Vegetables,12,0
1760,12/2/2022,University Club,Granola / Snack Bars,34,0
1761,12/3/2022,Starting Inventory,Peanut Butter Crackers,24,0
1762,12/3/2022,HAFB,Peanut Butter,24,0
1763,12/4/2022,HAFB,Laundry Detergent,12,0
1764,12/5/2022,HAFB,Toilet Paper,1,0
1765,12/5/2022,University Club,Applesauce (ind),3,0
1766,12/7/2022,Community Center,Juice,4,0
1767,12/8/2022,Individual Donor,Applesauce (ind),5,0
1768,12/8/2022,Community Center,Laundry Detergent,4,0
1769,12/9/2022,Community Center,Toilet Paper,1,0
1770,12/10/2022,University Club,Granola Bars,634,0
1771,12/10/2022,Individual Donor,Spaghetti Rings Pasta,1,0
1772,12/11/2022,Local Grocery,Juice Boxes,2,0
1773,12/13/2022,Local Grocery,Pasta,21,0
1774,12/13/2022,HAFB,Cereal,2,0
1775,12/13/2022,HAFB,Cereal,1,0
1776,12/14/2022,Individual Donor,Granola Bars,12,0
1777,12/15/2022,HAFB,Canned Beans,1,0
1778,12/15/2022,Community Center,Peanut Butter Crackers,15,0
1779,12/16/2022,Community Center,Corn,1,0
1780,12/17/2022,Local Grocery,Granola Bars,64,0
1781,12/17/2022,Anonymous donor,Pens,12,0
1782,12/18/2022,HAFB,Cereal,32,0
1783,12/18/2022,Housing,Peanut Butter Crackers,2,0
1784,12/18/2022,sorority,Rice,32,0
1785,12/19/2022,Amnesty Day,Pencils,34,0
1786,12/19/2022,Anonymous donor,Toothpaste,4,0
1787,12/20/2022,HAFB,Peanut Butter Crackers,3,0
1788,12/21/2022,Local Grocery,Chicken and Stars,10,0
1789,12/21/2022,Local Grocery,Granola Bars,23,0
1790,12/22/2022,Anonymous donor,Vegetable and Beef Soup,3,0
1791,12/23/2022,Local Grocery,Peanut Butter,23,0
1792,12/25/2022,Local Grocery,Rice Krispies Treats,12,0
1793,12/26/2022,Anonymous donor,Canned Beans,2,0
1794,12/26/2022,Local Grocery,Cereal,31,0
1795,12/26/2022,Anonymous donor,Spaghetti Rings Pasta,12,0
1796,12/27/2022,Anonymous donor,Spaghetti Rings Pasta,232,0
1797,12/28/2022,Local Grocery,Granola Bars,312,0
1798,12/29/2022,HAFB,Scent Booster,3,0
1799,12/30/2022,Local Grocery,Juice Boxes,34,0
1800,12/30/2022,University Club,Fruit / Cereal / Breakfast Bar,2,0
1801,2/27/2023,Starting Inventory,Applesauce (ind),111,0
1802,2/27/2023,Starting Inventory,Asparagus,3,0
1803,2/27/2023,Starting Inventory,Baked Beans,41,0
1804,2/27/2023,Starting Inventory,Bean with Bacon Soup,3,0
1805,2/27/2023,Starting Inventory,Beans and Rice,2,0
1806,2/27/2023,Starting Inventory,Beefaroni,12,0
1807,2/27/2023,Starting Inventory,Beets,6,0
1808,2/27/2023,Starting Inventory,Black Beans,13,0
1809,2/27/2023,Starting Inventory,Black-Eyed Peas,10,0
1810,2/27/2023,Starting Inventory,Boiled Peanuts,2,0
1811,2/27/2023,Starting Inventory,Butter Beans,3,0
1812,2/27/2023,Starting Inventory,Canned Potatoes,40,0
1813,2/27/2023,Starting Inventory,Cannellini Beans,2,0
1814,2/27/2023,Starting Inventory,Carrots,59,0
1815,2/27/2023,Starting Inventory,Cereal,32,0
1816,2/27/2023,Starting Inventory,Chicken in Chili Sauce,2,0
1817,2/27/2023,Starting Inventory,Chicken Noodle Soup,105,0
1818,2/27/2023,Starting Inventory,Chili Beans,47,0
1819,2/27/2023,Starting Inventory,Chili with Beans,12,0
1820,2/27/2023,Starting Inventory,Chowder,1,0
1821,2/27/2023,Starting Inventory,Chunk Chicken Breast,15,0
1822,2/27/2023,Starting Inventory,Cookies,1,0
1823,2/27/2023,Starting Inventory,Corn,168,0
1824,2/27/2023,Starting Inventory,Corn Syrup,1,0
1825,2/27/2023,Starting Inventory,Cranberry Sauce,1,0
1826,2/27/2023,Starting Inventory,Cream of Celery,2,0
1827,2/27/2023,Starting Inventory,Cream of Chicken,3,0
1828,2/27/2023,Starting Inventory,Cream of Mushroom,4,0
1829,2/27/2023,Starting Inventory,Dark Red Kidney Beans,44,0
1830,2/27/2023,Starting Inventory,Diced Tomatoes,20,0
1831,2/27/2023,Starting Inventory,Fruit Cocktail,9,0
1832,2/27/2023,Starting Inventory,Garbanzo Beans,2,0
1833,2/27/2023,Starting Inventory,Granola / Snack Bars,42,0
1834,2/27/2023,Starting Inventory,Green Beans,354,0
1835,2/27/2023,Starting Inventory,Jelly,25,0
1836,2/27/2023,Starting Inventory,Leafy Greens,6,0
1837,2/27/2023,Starting Inventory,Light Red Kidney Beans,20,0
1838,2/27/2023,Starting Inventory,Mac and Cheese,46,0
1839,2/27/2023,Starting Inventory,Milk,1,0
1840,2/27/2023,Starting Inventory,Mixed Vegetables,9,0
1841,2/27/2023,Starting Inventory,Mushrooms,2,0
1842,2/27/2023,Starting Inventory,Navy Beans,2,0
1843,2/27/2023,Starting Inventory,Northern Beans,38,0
1844,2/27/2023,Starting Inventory,Nutri Grain Bars,27,0
1845,2/27/2023,Starting Inventory,Oatmeal,75,0
1846,2/27/2023,Starting Inventory,Okra,1,0
1847,2/27/2023,Starting Inventory,Olives,1,0
1848,2/27/2023,Starting Inventory,Peaches,1,0
1849,2/27/2023,Starting Inventory,Peanut Butter,1,0
1850,2/27/2023,Starting Inventory,Peanut Butter Crackers,168,0
1851,2/27/2023,Starting Inventory,Pear Halves,9,0
1852,2/27/2023,Starting Inventory,Peas,85,0
1853,2/27/2023,Starting Inventory,Pineapple,6,0
1854,2/27/2023,Starting Inventory,Pinto Beans,18,0
1855,2/27/2023,Starting Inventory,Pork and Beans,21,0
1856,2/27/2023,Starting Inventory,Ramen,206,0
1857,2/27/2023,Starting Inventory,Ravioli,52,0
1858,2/27/2023,Starting Inventory,Red Beans,15,0
1859,2/27/2023,Starting Inventory,Refried Beans,1,0
1860,2/27/2023,Starting Inventory,Rice,3,0
1861,2/27/2023,Starting Inventory,Seasonings,1,0
1862,2/27/2023,Starting Inventory,Sloppy Joe Sauce,3,0
1863,2/27/2023,Starting Inventory,Soy Sauce,1,0
1864,2/27/2023,Starting Inventory,Spaghetti Meatballs,14,0
1865,2/27/2023,Starting Inventory,Spaghetti Noodles,1,0
1866,2/27/2023,Starting Inventory,Spaghetti Rings Pasta,44,0
1867,2/27/2023,Starting Inventory,Spaghetti Sauce,12,0
1868,2/27/2023,Starting Inventory,Spam,3,0
1869,2/27/2023,Starting Inventory,Spinach,7,0
1870,2/27/2023,Starting Inventory,Tomato Sauce,2,0
1871,2/27/2023,Starting Inventory,Tomato Soup,24,0
1872,2/27/2023,Starting Inventory,Trail Mix,13,0
1873,2/27/2023,Starting Inventory,Tuna,109,0
1874,2/27/2023,Starting Inventory,Vegetable and Beef Soup,2,0
1875,2/27/2023,Starting Inventory,Vienna Sausages,46,0
1876,2/27/2023,Starting Inventory,Yams,1,0
1877,2/28/2023,Starting Inventory,Applesauce (ind),1,0
1878,2/28/2023,Starting Inventory,Baked Beans,3,0
1879,2/28/2023,Starting Inventory,Bar Soap,7,0
1880,2/28/2023,Starting Inventory,Bean with Bacon Soup,1,0
1881,2/28/2023,Starting Inventory,Beans and Rice,1,0
1882,2/28/2023,Starting Inventory,Beefaroni,29,0
1883,2/28/2023,Starting Inventory,Beets,1,0
1884,2/28/2023,Starting Inventory,Black-Eyed Peas,5,0
1885,2/28/2023,Starting Inventory,Broccoli and Cheese,1,0
1886,2/28/2023,Starting Inventory,Cabbage,1,0
1887,2/28/2023,Starting Inventory,Canned Potatoes,3,0
1888,2/28/2023,Starting Inventory,Carrots,27,0
1889,2/28/2023,Starting Inventory,Chicken Noodle Soup,49,0
1890,2/28/2023,Starting Inventory,Chili Beans,5,0
1891,2/28/2023,Starting Inventory,Chili with Beans,2,0
1892,2/28/2023,Starting Inventory,Chunk Chicken Breast,6,0
1893,2/28/2023,Starting Inventory,Corn,102,0
1894,2/28/2023,Starting Inventory,Corn Muffin,1,0
1895,2/28/2023,Starting Inventory,Cranberry Sauce,3,0
1896,2/28/2023,Starting Inventory,Cream of Chicken,16,0
1897,2/28/2023,Starting Inventory,Cream of Mushroom,15,0
1898,2/28/2023,Starting Inventory,Cream of Potato,12,0
1899,2/28/2023,Starting Inventory,Dark Red Kidney Beans,3,0
1900,2/28/2023,Starting Inventory,Diced Tomatoes,2,0
1901,2/28/2023,Starting Inventory,Garbanzo Beans,2,0
1902,2/28/2023,Starting Inventory,Green Beans,141,0
1903,2/28/2023,Starting Inventory,Jelly,8,0
1904,2/28/2023,Starting Inventory,Lasagna,1,0
1905,2/28/2023,Starting Inventory,Leafy Greens,1,0
1906,2/28/2023,Starting Inventory,Light Red Kidney Beans,8,0
1907,2/28/2023,Starting Inventory,Lima Beans,5,0
1908,2/28/2023,Starting Inventory,Mac and Cheese,57,0
1909,2/28/2023,Starting Inventory,Mixed Vegetables,16,0
1910,2/28/2023,Starting Inventory,,4,0
1911,2/28/2023,Starting Inventory,Notebooks,3,0
1912,2/28/2023,Starting Inventory,Okra,2,0
1913,2/28/2023,Starting Inventory,Pasta in Tomato and Cheese Sauce,2,0
1914,2/28/2023,Starting Inventory,Peaches,2,0
1915,2/28/2023,Starting Inventory,Peanut Butter,33,0
1916,2/28/2023,Starting Inventory,Peas,28,0
1917,2/28/2023,Starting Inventory,Pencils,6,0
1918,2/28/2023,Starting Inventory,Pens,1,0
1919,2/28/2023,Starting Inventory,Pinto Beans,10,0
1920,2/28/2023,Starting Inventory,Pork and Beans,6,0
1921,2/28/2023,Starting Inventory,Pumpkin,1,0
1922,2/28/2023,Starting Inventory,Ramen,62,0
1923,2/28/2023,Starting Inventory,Ravioli,1,0
1924,2/28/2023,Starting Inventory,Salmon,1,0
1925,2/28/2023,Starting Inventory,Sardines,1,0
1926,2/28/2023,Starting Inventory,Spaghetti Meatballs,4,0
1927,2/28/2023,Starting Inventory,Spaghetti Rings Pasta,4,0
1928,2/28/2023,Starting Inventory,Spinach,1,0
1929,2/28/2023,Starting Inventory,Squash with Onions,1,0
1930,2/28/2023,Starting Inventory,Sweet Potatoes,1,0
1931,2/28/2023,Starting Inventory,Tide Pods,27,0
1932,2/28/2023,Starting Inventory,Tomato Soup,3,0
1933,2/28/2023,Starting Inventory,Toothbrushes,71,0
1934,2/28/2023,Starting Inventory,Tuna,21,0
1935,2/28/2023,Starting Inventory,Vienna Sausages,20,0
1936,3/2/2023,Starting Inventory,Alfredo,2,0
1937,3/2/2023,Starting Inventory,Bread,35,0
1938,3/2/2023,Starting Inventory,Cake,1,0
1939,3/2/2023,Starting Inventory,Cereal,2,0
1940,3/2/2023,Starting Inventory,Chicken Noodle Soup,1,0
1941,3/2/2023,Starting Inventory,Chowder,1,0
1942,3/2/2023,Starting Inventory,Corn,1,0
1943,3/2/2023,Starting Inventory,Green Beans,1,0
1944,3/2/2023,Starting Inventory,Hamburger Helper/Boxed Dinners,1,0
1945,3/2/2023,Starting Inventory,Nutri Grain Bars,2,0
1946,3/2/2023,Starting Inventory,Oatmeal,21,0
1947,3/2/2023,Starting Inventory,Peanut Butter Crackers,21,0
1948,3/2/2023,Starting Inventory,Ramen,4,0
1949,3/2/2023,Starting Inventory,Spaghetti Noodles,1,0
1950,3/2/2023,Starting Inventory,Tomato Soup,1,0
1951,3/2/2023,Starting Inventory,Trail Mix,1,0
1952,3/3/2023,Starting Inventory,Alfredo,5,0
1953,3/3/2023,Starting Inventory,Can Openers,13,0
1954,3/3/2023,Starting Inventory,Chunk Chicken Breast,8,0
1955,3/3/2023,Starting Inventory,Deodorant,2,0
1956,3/3/2023,Starting Inventory,,28,0
1957,3/3/2023,Starting Inventory,Rice,1,0
1958,3/3/2023,Starting Inventory,Shampoo,1,0
1959,3/6/2023,Starting Inventory,Baked Beans,1,0
1960,3/6/2023,Starting Inventory,Black Beans,28,0
1961,3/6/2023,Starting Inventory,Black-Eyed Peas,2,0
1962,3/6/2023,Starting Inventory,Chili Beans,10,0
1963,3/6/2023,Starting Inventory,Chili with no beans,1,0
1964,3/6/2023,Starting Inventory,Corn,39,0
1965,3/6/2023,Starting Inventory,Dark Red Kidney Beans,3,0
1966,3/6/2023,Starting Inventory,Light Red Kidney Beans,7,0
1967,3/6/2023,Starting Inventory,Mixed Vegetables,1,0
1968,3/6/2023,Starting Inventory,Navy Beans,1,0
1969,3/6/2023,Starting Inventory,Northern Beans,1,0
1970,3/6/2023,Starting Inventory,Onion,1,0
1971,3/6/2023,Starting Inventory,Pinto Beans,14,0
1972,3/6/2023,Starting Inventory,Pork and Beans,5,0
1973,3/8/2023,Starting Inventory,Baked Beans,2,0
1974,3/8/2023,Starting Inventory,Bar Soap,3,0
1975,3/8/2023,Starting Inventory,Chicken and Dumplings,1,0
1976,3/8/2023,Starting Inventory,Granola / Snack Bars,24,0
1977,3/8/2023,Starting Inventory,Mac and Cheese,16,0
1978,3/8/2023,Starting Inventory,Milk,8,0
1979,3/8/2023,Starting Inventory,Oatmeal,38,0
1980,3/8/2023,Starting Inventory,Peanut Butter Crackers,67,0
1981,3/8/2023,Starting Inventory,Ramen,12,0
1982,3/8/2023,Starting Inventory,Rice,4,0
1983,3/8/2023,Starting Inventory,Tuna,4,0
1984,3/20/2023,Anonymous donor,Cake Mix,10,0
1985,3/20/2023,Anonymous donor,Cereal,10,0
1986,3/20/2023,Anonymous donor,Chocolate Syrup,2,0
1987,3/20/2023,Anonymous donor,Cookies,2,0
1988,3/20/2023,Anonymous donor,Dressing,4,0
1989,3/20/2023,Anonymous donor,Jelly,5,0
1990,3/20/2023,Anonymous donor,Mayo,2,0
1991,3/20/2023,Anonymous donor,Pancake and Waffle mix,2,0
1992,3/20/2023,Anonymous donor,Peanut Butter,7,0
1993,3/20/2023,Anonymous donor,Pickles,9,0
1994,3/20/2023,Anonymous donor,PopTarts,6,0
1995,3/20/2023,Anonymous donor,Pork and Beans,3,0
1996,3/20/2023,Anonymous donor,Salt,2,0
1997,3/20/2023,Anonymous donor,Spaghetti Rings Pasta,4,0
1998,3/20/2023,Anonymous donor,Syrup,5,0
1999,3/20/2023,Anonymous donor,Tea,7,0
2000,3/27/2023,Starting Inventory,Alfredo,20,0
2001,3/27/2023,Starting Inventory,Bread,8,0
2002,3/27/2023,Starting Inventory,Cereal,30,0
2003,3/27/2023,Starting Inventory,Chips/Crackers,65,0
2004,3/27/2023,Starting Inventory,Chunk Chicken Breast,10,0
2005,3/27/2023,Starting Inventory,Granola / Snack Bars,35,0
2006,3/27/2023,Starting Inventory,Grits (ind),24,0
2007,3/27/2023,Starting Inventory,Mac and Cheese,25,0
2008,3/27/2023,Starting Inventory,Milk,4,0
2009,3/27/2023,Starting Inventory,Oatmeal,40,0
2010,3/27/2023,Starting Inventory,Peanut Butter Crackers,40,0
2011,3/27/2023,Starting Inventory,Pho,5,0
2012,3/27/2023,Starting Inventory,Ramen,36,0
2013,3/27/2023,Starting Inventory,Rice,15,0
2014,3/27/2023,Starting Inventory,Spaghetti Noodles,8,0
2015,3/27/2023,Starting Inventory,Trail Mix,8,0
2016,3/29/2023,Starting Inventory,Chalk,1,0
2017,3/29/2023,Starting Inventory,Fruit cup,12,0
