S.n,Visit Date,Consumer ID,Student Name,Item Taken,Quantity Taken
1587,5/18/2022,C015,N/A,Nutri Grain Bars,11
1588,5/19/2022,C120,N/A,Bodywash,13
1589,5/19/2022,C141,N/A,Vegetable and Beef Soup,10
1590,5/19/2022,C085,N/A,Tomato Soup,7
1591,5/19/2022,C133,N/A,Cake Mix,8
1592,5/21/2022,C069,N/A,Beets,5
1593,5/22/2022,C016,N/A,Grits (ind),2
1594,5/22/2022,C095,N/A,Peas,3
1595,5/23/2022,C121,N/A,Permanent marker,6
1596,5/23/2022,C040,N/A,Rice,14
1597,5/23/2022,C086,N/A,Fruit cup,1
1598,5/23/2022,C066,N/A,Testing Material/Blue Book/Scantron,9
1599,5/24/2022,C096,N/A,Diced Tomatoes,15
1600,5/24/2022,C120,N/A,Applesauce (ind),2
1601,5/24/2022,C034,N/A,Chunk Chicken Breast,14
1602,5/24/2022,C106,N/A,Juice,7
1603,5/24/2022,C082,N/A,Spaghetti Rings Pasta,10
1604,5/24/2022,C066,N/A,Granola Bars,13
1605,5/25/2022,C037,N/A,Mac and Cheese,3
1606,5/25/2022,C009,N/A,Granola Bars,8
1607,5/26/2022,C139,N/A,Black Beans,2
1608,5/28/2022,C084,N/A,Cereal,4
1609,5/28/2022,C127,N/A,Canned Beans,6
1610,5/28/2022,C028,N/A,Dental Floss,4
1611,5/28/2022,C064,N/A,Laundry Detergent,9
1612,5/29/2022,C122,N/A,Cereal (ind),15
1613,5/30/2022,C136,N/A,Nutri Grain Bars,2
1614,5/31/2022,C107,N/A,Chips/Crackers,10
1615,5/31/2022,C047,N/A,Alfredo,3
1616,5/31/2022,C028,N/A,Grits (can/package),4
1617,6/2/2022,C131,N/A,Fruit Cocktail,3
1618,6/2/2022,C038,N/A,Chunk Chicken Breast,4
1619,6/3/2022,C127,N/A,Bar Soap,10
1620,6/4/2022,C118,N/A,Sparkling Water,12
1621,6/4/2022,C027,N/A,Juice Boxes,8
1622,6/6/2022,C126,N/A,Softener,5
1623,6/7/2022,C142,N/A,Spaghetti Rings Pasta,12
1624,6/7/2022,C147,N/A,Bean with Bacon Soup,9
1625,6/7/2022,C042,N/A,Chicken Noodle Soup,10
1626,6/7/2022,C118,N/A,Canned Beans,8
1627,6/8/2022,C077,N/A,Fruit cup,5
1628,6/8/2022,C125,N/A,Pretzels,5
1629,6/9/2022,C045,N/A,Binders,10
1630,6/9/2022,C098,N/A,Pineapple,12
1631,6/10/2022,C008,N/A,Binders,2
1632,6/10/2022,C080,N/A,Spaghetti Noodles,1
1633,6/10/2022,C048,N/A,Fruit / Cereal / Breakfast Bar,8
1634,6/10/2022,C030,N/A,Bean with Bacon Soup,13
1635,6/11/2022,C108,N/A,Black Beans,4
1636,6/14/2022,C111,N/A,Juice,5
1637,6/14/2022,C134,N/A,Nutri Grain Bars,12
1638,6/14/2022,C113,N/A,Beefaroni,3
1639,6/16/2022,C015,N/A,Testing Material/Blue Book/Scantron,11
1640,6/16/2022,C023,N/A,Beets,2
1641,6/16/2022,C086,N/A,Chicken and Dumplings,8
1642,6/16/2022,C136,N/A,Granola / Snack Bars,11
1643,6/16/2022,C041,N/A,Pinto Beans,14
1644,6/16/2022,C142,N/A,Beets,5
1645,6/17/2022,C148,N/A,Pear Halves,15
1646,6/17/2022,C130,N/A,Juice Boxes,2
1647,6/17/2022,C142,N/A,Tomato Soup,7
1648,6/18/2022,C052,N/A,Vegetable and Beef Soup,2
1649,6/18/2022,C129,N/A,Bean with Bacon Soup,3
1650,6/18/2022,C109,N/A,Spaghetti Rings Pasta,9
1651,6/18/2022,C129,N/A,Beefaroni,2
1652,6/19/2022,C049,N/A,Corn,9
1653,6/19/2022,C134,N/A,Fruit cup,5
1654,6/20/2022,C139,N/A,Chili Beans,1
1655,6/20/2022,C090,N/A,Seasonings,5
1656,6/20/2022,C048,N/A,Makeup remover,1
1657,6/20/2022,C074,N/A,Canned Beans,3
1658,6/20/2022,C056,N/A,Diced Tomatoes,10
1659,6/21/2022,C119,N/A,Chips/Crackers,11
1660,6/23/2022,C057,N/A,Permanent marker,10
1661,6/23/2022,C145,N/A,Laundry Detergent,2
1662,6/25/2022,C022,N/A,Bread,7
1663,6/25/2022,C114,N/A,Peas,14
1664,6/25/2022,C112,N/A,Testing Material/Blue Book/Scantron,13
1665,6/26/2022,C004,N/A,Highlighters,11
1666,6/27/2022,C025,N/A,Juice,11
1667,6/27/2022,C091,N/A,Pasta,6
1668,6/28/2022,C135,N/A,Pretzels,6
1669,6/29/2022,C023,N/A,Lotion,9
1670,6/29/2022,C035,N/A,Fruit cup,15
1671,6/30/2022,C068,N/A,Highlighters,13
1672,7/1/2022,C030,N/A,Chunk Chicken Breast,15
1673,7/1/2022,C010,N/A,Peas,7
1674,7/1/2022,C070,N/A,Feminine Products (Pads),7
1675,7/3/2022,C076,N/A,Chicken and Stars,2
1676,7/3/2022,C103,N/A,Carrots,10
1677,7/3/2022,C109,N/A,Canned Vegetables,2
1678,7/4/2022,C077,N/A,Pickles,8
1679,7/4/2022,C006,N/A,Vegetable and Beef Soup,3
1680,7/4/2022,C061,N/A,Ravioli,5
1681,7/4/2022,C036,N/A,Pinto Beans,3
1682,7/5/2022,C009,N/A,Chips/Crackers,10
1683,7/6/2022,C101,N/A,Granola / Snack Bars,9
1684,7/7/2022,C136,N/A,Cheese Crackers,13
1685,7/7/2022,C033,N/A,Dental Floss,14
1686,7/7/2022,C074,N/A,Laundry Detergent,12
1687,7/7/2022,C112,N/A,Dental Floss,15
1688,7/8/2022,C025,N/A,Pineapple,2
1689,7/8/2022,C072,N/A,Water,2
1690,7/8/2022,C063,N/A,Carrots,3
1691,7/9/2022,C080,N/A,Carrots,2
1692,7/10/2022,C131,N/A,Campus Kitchens Meals,10
1693,7/10/2022,C024,N/A,Pickles,7
1694,7/11/2022,C139,N/A,Juice,3
1695,7/11/2022,C132,N/A,Feminine Products (Pads),11
1696,7/11/2022,C016,N/A,Nutri Grain Bars,6
1697,7/13/2022,C150,N/A,Notebooks,7
1698,7/14/2022,C082,N/A,Dental Floss,8
1699,7/14/2022,C122,N/A,Juice Boxes,11
1700,7/15/2022,C017,N/A,Feminine Products (Tampons),1
1701,7/17/2022,C036,N/A,Pasta,14
1702,7/17/2022,C045,N/A,Grits (ind),5
1703,7/18/2022,C144,N/A,Garbanzo Beans,5
1704,7/19/2022,C069,N/A,Light Red Kidney Beans,7
1705,7/19/2022,C113,N/A,"Laundry Detergent, Softener, Scent Booster",5
1706,7/20/2022,C122,N/A,Granola / Snack Bars,7
1707,7/20/2022,C072,N/A,Juice Boxes,5
1708,7/21/2022,C111,N/A,Pencils,8
1709,7/21/2022,C128,N/A,Rice Crisps,4
1710,7/23/2022,C046,N/A,Mac and Cheese,11
1711,7/23/2022,C099,N/A,Carrots,4
1712,7/24/2022,C017,N/A,Chicken Noodle Soup,15
1713,7/25/2022,C126,N/A,Tomato Soup,15
1714,7/25/2022,C133,N/A,Seasonings,5
1715,7/26/2022,C122,N/A,Cheese Crackers,15
1716,7/27/2022,C067,N/A,Green Beans,9
1717,7/27/2022,C097,N/A,Chicken and Stars,4
1718,7/28/2022,C040,N/A,Permanent marker,2
1719,7/28/2022,C150,N/A,Seasonings,3
1720,7/29/2022,C135,N/A,Dental Floss,6
1721,7/30/2022,C062,N/A,Bean with Bacon Soup,2
1722,7/30/2022,C035,N/A,Carrots,13
1723,7/31/2022,C083,N/A,Vegetable and Beef Soup,14
1724,8/1/2022,C149,N/A,Beefaroni,7
1725,8/2/2022,C101,N/A,Pinto Beans,14
1726,8/2/2022,C007,N/A,Carrots,1
1727,8/2/2022,C012,N/A,Broccoli and Cheese,7
1728,8/3/2022,C064,N/A,Grits (can/package),7
1729,8/4/2022,C072,N/A,Pretzels,3
1730,8/4/2022,C079,N/A,Pasta,11
1731,8/5/2022,C066,N/A,Pork and Beans,3
1732,8/5/2022,C018,N/A,Mac and Cheese,8
1733,8/6/2022,C005,N/A,Granola / Snack Bars,1
1734,8/6/2022,C084,N/A,Chips/Crackers,4
1735,8/7/2022,C092,N/A,Bean with Bacon Soup,8
1736,8/7/2022,C059,N/A,Notebooks,15
1737,8/7/2022,C133,N/A,"Laundry Detergent, Softener, Scent Booster",15
1738,8/7/2022,C046,N/A,Pork and Beans,14
1739,8/7/2022,C039,N/A,Makeup remover,12
1740,8/7/2022,C027,N/A,Pens,2
1741,8/9/2022,C090,N/A,Permanent marker,15
1742,8/9/2022,C103,N/A,Makeup remover,8
1743,8/9/2022,C008,N/A,Deodorant,2
1744,8/10/2022,C091,N/A,Granola / Snack Bars,13
1745,8/10/2022,C051,N/A,Fruit cup,5
1746,8/10/2022,C076,N/A,Pens,1
1747,8/12/2022,C130,N/A,Pretzels,9
1748,8/12/2022,C145,N/A,Pretzels,10
1749,8/12/2022,C135,N/A,Peanut Butter,7
1750,8/13/2022,C101,N/A,Toothpaste,13
1751,8/13/2022,C141,N/A,Ramen,7
1752,8/14/2022,C140,N/A,Shampoo,14
1753,8/16/2022,C055,N/A,Dental Floss,5
1754,8/16/2022,C122,N/A,Rice Krispies Treats,11
1755,8/17/2022,C087,N/A,Nutri Grain Bars,9
1756,8/17/2022,C013,N/A,Pickles,2
1757,8/17/2022,C131,N/A,Beets,15
1758,8/18/2022,C068,N/A,Pinto Beans,3
1759,8/18/2022,C058,N/A,Laundry Detergent,14
1760,8/20/2022,C052,N/A,Pens,12
1761,8/20/2022,C045,N/A,Spaghetti Rings Pasta,9
1762,8/22/2022,C005,N/A,"Laundry Detergent, Softener, Scent Booster",2
1763,8/23/2022,C106,N/A,Cereal (ind),13
1764,8/23/2022,C002,N/A,Page-protector,8
1765,8/24/2022,C035,N/A,Seasonings,8
1766,8/24/2022,C102,N/A,Pens,12
1767,8/24/2022,C133,N/A,Beefaroni,8
1768,8/25/2022,C089,N/A,Chicken and Dumplings,10
1769,8/25/2022,C149,N/A,Beefaroni,1
1770,8/26/2022,C074,N/A,"Laundry Detergent, Softener, Scent Booster",5
1771,8/26/2022,C023,N/A,Peanut Butter,12
1772,8/26/2022,C051,N/A,Chili Beans,6
1773,8/27/2022,C124,N/A,Beefaroni,13
1774,8/27/2022,C117,N/A,Chicken and Stars,10
1775,8/27/2022,C056,N/A,Page-protector,2
1776,8/28/2022,C043,N/A,Toothbrushes,13
1777,8/29/2022,C021,N/A,Nutri Grain Bars,10
1778,8/29/2022,C068,N/A,Toothbrushes,9
1779,8/30/2022,C150,N/A,Peas,4
1780,8/30/2022,C077,N/A,Pinto Beans,15
1781,9/1/2022,C116,N/A,Pasta,4
1782,9/2/2022,C110,N/A,Spaghetti Rings Pasta,15
1783,9/2/2022,C041,N/A,Cake Mix,4
1784,9/2/2022,C137,N/A,Mac and Cheese,2
1785,9/3/2022,C081,N/A,Canned Beans,7
1786,9/3/2022,C004,N/A,Canned Vegetables,12
1787,9/5/2022,C049,N/A,Black Beans,4
1788,9/6/2022,C146,N/A,Fruit Cocktail,11
1789,9/6/2022,C085,N/A,Chili Beans,1
1790,9/7/2022,C080,N/A,Granola Bars,7
1791,9/8/2022,C106,N/A,Pineapple,3
1792,9/8/2022,C017,N/A,Chicken Noodle Soup,2
1793,9/9/2022,C030,N/A,Large Bag of Chips,8
1794,9/9/2022,C008,N/A,Spaghetti Rings Pasta,6
1795,9/9/2022,C128,N/A,Fruit Cocktail,4
1796,9/10/2022,C085,N/A,Mac and Cheese,4
1797,9/10/2022,C072,N/A,Beets,5
1798,9/10/2022,C039,N/A,Juice Boxes,7
1799,9/11/2022,C112,N/A,Chicken and Stars,7
1800,9/11/2022,C106,N/A,Rice Crisps,9
1801,9/12/2022,C054,N/A,Pineapple,11
1802,9/12/2022,C088,N/A,Grits (ind),8
1803,9/12/2022,C106,N/A,Chili Beans,10
1804,9/12/2022,C135,N/A,Washcloth,4
1805,9/13/2022,C069,N/A,Cereal,5
1806,9/13/2022,C147,N/A,Pork and Beans,5
1807,9/14/2022,C116,N/A,Canned Vegetables,2
1808,9/15/2022,C022,N/A,Page-protector,4
1809,9/15/2022,C053,N/A,Cereal,3
1810,9/15/2022,C100,N/A,Diced Tomatoes,10
1811,9/16/2022,C039,N/A,Toothpaste,9
1812,9/16/2022,C039,N/A,Testing Material/Blue Book/Scantron,9
1813,9/17/2022,C067,N/A,Pork and Beans,6
1814,9/17/2022,C147,N/A,Ramen,2
1815,9/17/2022,C076,N/A,Notebooks,4
1816,9/18/2022,C074,N/A,Fruit / Cereal / Breakfast Bar,7
1817,9/18/2022,C060,N/A,Grits (can/package),6
1818,9/19/2022,C076,N/A,Pineapple,6
1819,9/19/2022,C014,N/A,Juice Boxes,5
1820,9/19/2022,C120,N/A,Peanut Butter,2
1821,9/21/2022,C110,N/A,Beefaroni,10
1822,9/23/2022,C008,N/A,Rice Krispies Treats,5
1823,9/24/2022,C125,N/A,Pear Halves,10
1824,9/24/2022,C034,N/A,Large Bag of Chips,2
1825,9/25/2022,C150,N/A,Juice,1
1826,9/25/2022,C125,N/A,Black Beans,10
1827,9/25/2022,C096,N/A,Chicken and Stars,9
1828,9/25/2022,C115,N/A,Beefaroni,8
1829,9/26/2022,C002,N/A,Softener,2
1830,9/28/2022,C082,N/A,Fruit / Cereal / Breakfast Bar,8
1831,9/28/2022,C104,N/A,Rice Krispies Treats,8
1832,9/28/2022,C009,N/A,Grits (ind),14
1833,9/29/2022,C056,N/A,Rice,5
1834,9/30/2022,C039,N/A,Broccoli and Cheese,11
1835,10/1/2022,C046,N/A,Lotion,6
1836,10/1/2022,C044,N/A,Laundry Detergent,14
1837,10/1/2022,C100,N/A,Chicken and Dumplings,10
1838,10/1/2022,C019,N/A,Alfredo,3
1839,10/2/2022,C114,N/A,Toilet Paper,14
1840,10/8/2022,C133,N/A,"Laundry Detergent, Softener, Scent Booster",9
1841,10/9/2022,C116,N/A,Peas,10
1842,10/9/2022,C035,N/A,Binders,13
1843,10/10/2022,C093,N/A,Oatmeal,1
1844,10/10/2022,C150,N/A,Testing Material/Blue Book/Scantron,8
1845,10/13/2022,C144,N/A,Page-protector,7
1846,10/14/2022,C045,N/A,Highlighters,11
1847,10/14/2022,C058,N/A,Notebooks,14
1848,10/14/2022,C015,N/A,Toilet Paper,15
1849,10/14/2022,C128,N/A,Toothbrushes,8
1850,10/15/2022,C085,N/A,Oatmeal,14
1851,10/15/2022,C029,N/A,Beefaroni,3
1852,10/15/2022,C127,N/A,Grits (can/package),5
1853,10/16/2022,C003,N/A,Fruit Cocktail,11
1854,10/16/2022,C148,N/A,Water,10
1855,10/16/2022,C075,N/A,Binders,6
1856,10/17/2022,C050,N/A,Pretzels,7
1857,10/17/2022,C146,N/A,Grits (can/package),9
1858,10/18/2022,C124,N/A,Juice Boxes,6
1859,10/20/2022,C055,N/A,Cereal,6
1860,10/20/2022,C094,N/A,Oatmeal,13
1861,10/21/2022,C114,N/A,Pasta,10
1862,10/23/2022,C144,N/A,Pencils,9
1863,10/23/2022,C048,N/A,Chicken Noodle Soup,8
1864,10/24/2022,C142,N/A,Canned Beans,11
1865,10/24/2022,C086,N/A,Juice Boxes,6
1866,10/25/2022,C028,N/A,Cannellini Beans,4
1867,10/25/2022,C123,N/A,Ramen,8
1868,10/25/2022,C124,N/A,Fruit cup,10
1869,10/26/2022,C056,N/A,Shampoo,11
1870,10/27/2022,C083,N/A,Applesauce (ind),3
1871,10/28/2022,C135,N/A,Canned Beans,12
1872,10/28/2022,C091,N/A,Chunk Chicken Breast,2
1873,10/28/2022,C044,N/A,Notebooks,4
1874,10/28/2022,C033,N/A,Fruit Cocktail,4
1875,10/28/2022,C046,N/A,Juice,9
1876,10/28/2022,C049,N/A,Deodorant,2
1877,10/29/2022,C143,N/A,Deodorant,10
1878,10/30/2022,C081,N/A,Spaghetti Rings Pasta,8
1879,10/30/2022,C074,N/A,Permanent marker,2
1880,10/31/2022,C047,N/A,Cake Mix,11
1881,11/1/2022,C048,N/A,Bodywash,1
1882,11/1/2022,C103,N/A,Bean with Bacon Soup,9
1883,11/1/2022,C066,N/A,Makeup remover,12
1884,11/2/2022,C079,N/A,Rice Krispies Treats,14
1885,11/2/2022,C040,N/A,Cannellini Beans,8
1886,11/2/2022,C118,N/A,Lotion,14
1887,11/3/2022,C133,N/A,Dental Floss,10
1888,11/4/2022,C002,N/A,Bar Soap,6
1889,11/4/2022,C014,N/A,Alfredo,10
1890,11/4/2022,C085,N/A,Pretzels,9
1891,11/6/2022,C068,N/A,Beefaroni,3
1892,11/6/2022,C123,N/A,Spaghetti Rings Pasta,8
1893,11/6/2022,C002,N/A,Pork and Beans,9
1894,11/6/2022,C038,N/A,Dental Floss,7
1895,11/7/2022,C016,N/A,Spaghetti Noodles,6
1896,11/7/2022,C024,N/A,Nutri Grain Bars,15
1897,11/8/2022,C068,N/A,Juice Boxes,10
1898,11/8/2022,C002,N/A,Pinto Beans,4
1899,11/8/2022,C121,N/A,Pinto Beans,13
1900,11/8/2022,C064,N/A,Fruit / Cereal / Breakfast Bar,12
1901,11/9/2022,C048,N/A,Oatmeal,8
1902,11/9/2022,C017,N/A,Makeup remover,14
1903,11/10/2022,C005,N/A,Water,2
1904,11/10/2022,C012,N/A,Ramen,2
1905,11/11/2022,C070,N/A,Rice Krispies Treats,4
1906,11/11/2022,C092,N/A,Grits (can/package),2
1907,11/11/2022,C118,N/A,Diced Tomatoes,5
1908,11/11/2022,C125,N/A,Rice Krispies Treats,1
1909,11/12/2022,C031,N/A,Peanut Butter,8
1910,11/13/2022,C058,N/A,Peanut Butter Crackers,3
1911,11/13/2022,C098,N/A,Chili Beans,11
1912,11/14/2022,C009,N/A,Pens,2
1913,11/14/2022,C043,N/A,Tomato Soup,15
1914,11/14/2022,C045,N/A,Notebooks,2
1915,11/15/2022,C117,N/A,Beets,6
1916,11/15/2022,C052,N/A,Pinto Beans,1
1917,11/15/2022,C076,N/A,Binders,6
1918,11/16/2022,C140,N/A,Black Beans,14
1919,11/16/2022,C085,N/A,Bread,4
1920,11/16/2022,C124,N/A,Pasta,10
1921,11/17/2022,C091,N/A,Bar Soap,6
1922,11/18/2022,C119,N/A,Chicken and Stars,8
1923,11/18/2022,C037,N/A,Bean with Bacon Soup,1
1924,11/18/2022,C058,N/A,Ramen,11
1925,11/19/2022,C090,N/A,Granola / Snack Bars,1
1926,11/20/2022,C002,N/A,Fruit Cocktail,11
1927,11/20/2022,C146,N/A,Shampoo,5
1928,11/21/2022,C047,N/A,Peas,2
1929,11/21/2022,C114,N/A,Ramen,11
1930,11/22/2022,C103,N/A,Cannellini Beans,9
1931,11/22/2022,C054,N/A,Vegetable and Beef Soup,3
1932,11/23/2022,C143,N/A,Seasonings,3
1933,11/23/2022,C143,N/A,Makeup remover,10
1934,11/23/2022,C011,N/A,Toothpaste,8
1935,11/23/2022,C007,N/A,Washcloth,4
1936,11/24/2022,C074,N/A,Vegetable and Beef Soup,15
1937,11/24/2022,C121,N/A,Toilet Paper,2
1938,11/26/2022,C018,N/A,Spaghetti Noodles,10
1939,11/27/2022,C024,N/A,Fruit Cocktail,3
1940,11/27/2022,C087,N/A,Cannellini Beans,1
1941,11/28/2022,C111,N/A,Chicken and Dumplings,2
1942,11/28/2022,C093,N/A,Peanut Butter Crackers,7
1943,11/29/2022,C102,N/A,Deodorant,2
1944,11/29/2022,C057,N/A,Spaghetti Noodles,3
1945,11/29/2022,C006,N/A,Pear Halves,4
1946,12/1/2022,C021,N/A,Broccoli and Cheese,7
1947,12/1/2022,C129,N/A,Ramen,4
1948,12/2/2022,C098,N/A,Sparkling Water,13
1949,12/2/2022,C093,N/A,Bar Soap,9
1950,12/3/2022,C093,N/A,Nutri Grain Bars,9
1951,12/3/2022,C141,N/A,Bean with Bacon Soup,9
1952,12/4/2022,C018,N/A,Toilet Paper,2
1953,12/4/2022,C102,N/A,Shampoo,2
1954,12/5/2022,C132,N/A,Toothbrushes,1
1955,12/5/2022,C117,N/A,Chicken Noodle Soup,7
1956,12/6/2022,C027,N/A,Pencils,5
1957,12/6/2022,C048,N/A,Beefaroni,10
1958,12/7/2022,C044,N/A,Fruit / Cereal / Breakfast Bar,15
1959,12/7/2022,C063,N/A,Lotion,6
1960,12/9/2022,C080,N/A,Grits (ind),7
1961,12/10/2022,C097,N/A,Pork and Beans,10
1962,12/10/2022,C052,N/A,Feminine Products (Tampons),7
1963,12/10/2022,C100,N/A,Chips/Crackers,8
1964,12/11/2022,C017,N/A,Peas,7
1965,12/12/2022,C059,N/A,Grits (can/package),2
1966,12/12/2022,C145,N/A,Cannellini Beans,9
1967,12/13/2022,C047,N/A,Granola / Snack Bars,1
1968,12/13/2022,C015,N/A,Mac and Cheese,14
1969,12/15/2022,C112,N/A,Chili Beans,9
1970,12/15/2022,C017,N/A,Water,7
1971,12/15/2022,C005,N/A,Pinto Beans,11
1972,12/16/2022,C078,N/A,Toothpaste,4
1973,12/17/2022,C017,N/A,Large Bag of Chips,5
1974,12/18/2022,C096,N/A,Fruit cup,2
1975,12/18/2022,C123,N/A,Fruit cup,6
1976,12/18/2022,C150,N/A,Oatmeal,2
1977,12/18/2022,C004,N/A,Toothbrushes,12
1978,12/19/2022,C052,N/A,Pasta,7
1979,12/19/2022,C100,N/A,Shampoo,12
1980,12/19/2022,C045,N/A,Cannellini Beans,3
1981,12/20/2022,C086,N/A,Binders,10
1982,12/21/2022,C111,N/A,Toilet Paper,14
1983,12/21/2022,C146,N/A,Sparkling Water,10
1984,12/24/2022,C057,N/A,Washcloth,4
1985,12/25/2022,C008,N/A,Toilet Paper,11
1986,12/26/2022,C017,N/A,Permanent marker,14
1987,12/27/2022,C068,N/A,Cereal,12
1988,12/27/2022,C078,N/A,Pasta,9
1989,12/27/2022,C122,N/A,Highlighters,4
1990,12/28/2022,C054,N/A,Bean with Bacon Soup,6
1991,12/28/2022,C069,N/A,Binders,11
1992,12/28/2022,C022,N/A,Pickles,13
1993,12/29/2022,C049,N/A,Chunk Chicken Breast,7
1994,12/29/2022,C095,N/A,Broccoli and Cheese,4
1995,12/29/2022,C042,N/A,Alfredo,6
1996,12/29/2022,C115,N/A,Pens,8
1997,12/30/2022,C030,N/A,Water,14
1998,12/30/2022,C013,N/A,Seasonings,11
1999,12/31/2022,C055,N/A,Juice,11
2000,12/31/2022,C070,N/A,Water,6
2001,2/27/2023,C007,N/A,Laundry Detergent,1
2002,2/27/2023,C026,N/A,Tomato Soup,5
2003,2/27/2023,C030,N/A,Conditioner (leave in),10
2004,2/27/2023,C055,N/A,Brush/comb,7
2005,2/27/2023,C098,N/A,Paper,4
2006,2/27/2023,C100,N/A,Sloppy Joe Sauce,2
2007,2/27/2023,C125,N/A,Binders,14
2008,2/27/2023,C135,N/A,Diced Tomatoes,5
2009,2/27/2023,C150,N/A,Chocolate Syrup,3
2010,2/28/2023,C026,N/A,Popcorn,6
2011,2/28/2023,C049,N/A,Garbanzo Beans,11
2012,2/28/2023,C077,N/A,Nuts,2
2013,2/28/2023,C083,N/A,Baked Beans,3
2014,2/28/2023,C103,N/A,Sugar,8
2015,2/28/2023,C104,N/A,Hand wipes,8
2016,2/28/2023,C133,N/A,Clipboard,4
2017,3/1/2023,C016,N/A,Beets,3
2018,3/1/2023,C132,N/A,Northern Beans,14
2019,3/1/2023,C135,N/A,Lotion,8
2020,3/2/2023,C015,N/A,Ramen,14
2021,3/2/2023,C035,N/A,Manicure Kit,9
2022,3/2/2023,C068,N/A,Nasal Spray,6
2023,3/2/2023,C121,N/A,Bodywash,13
2024,3/2/2023,C134,N/A,Pear Halves,5
2025,3/3/2023,C024,N/A,Cornbread & Muffin Mix,4
2026,3/3/2023,C039,N/A,Dish Soap,9
2027,3/3/2023,C056,N/A,Pumpkin,4
2028,3/3/2023,C086,N/A,Sweet Potatoes,10
2029,3/4/2023,C002,N/A,Pork and Beans,7
2030,3/4/2023,C039,N/A,Chicken in Chili Sauce,3
2031,3/4/2023,C074,N/A,Mixed Vegetables,9
2032,3/4/2023,C115,N/A,Permanent marker,1
2033,3/4/2023,C115,N/A,Fruit / Cereal / Breakfast Bar,2
2034,3/4/2023,C144,N/A,Black-Eyed Peas,3
2035,3/5/2023,C021,N/A,Refried Beans,9
2036,3/5/2023,C035,N/A,Salt,5
2037,3/5/2023,C044,N/A,Grits (ind),6
2038,3/5/2023,C058,N/A,Shampoo,7
2039,3/5/2023,C079,N/A,Pork and Beans,11
2040,3/5/2023,C145,N/A,CDS,8
2041,3/6/2023,C017,N/A,Beans and Rice,9
2042,3/6/2023,C021,N/A,Nuts,5
2043,3/6/2023,C148,N/A,Expanding File,6
2044,3/7/2023,C026,N/A,Triple Succotash,1
2045,3/7/2023,C085,N/A,Air Freshener,14
2046,3/7/2023,C126,N/A,Chicken and rice soup,13
2047,3/7/2023,C149,N/A,Beefaroni,3
2048,3/8/2023,C027,N/A,Cream of Chicken,10
2049,3/8/2023,C034,N/A,Pork and Beans,2
2050,3/8/2023,C039,N/A,Carrots,9
2051,3/8/2023,C114,N/A,Toothpaste,10
2052,3/8/2023,C117,N/A,Juice,1
2053,3/8/2023,C136,N/A,Rice,10
2054,3/9/2023,C018,N/A,Santa Fe style chicken soup,1
2055,3/9/2023,C023,N/A,Canned Applesauce,4
2056,3/9/2023,C118,N/A,Popcorn,3
2057,3/10/2023,C039,N/A,Towel,9
2058,3/10/2023,C039,N/A,Socks,5
2059,3/10/2023,C043,N/A,Soy Sauce,1
2060,3/10/2023,C077,N/A,Applesauce jar,4
2061,3/11/2023,C002,N/A,Fruit Cocktail,14
2062,3/11/2023,C077,N/A,Tea,7
2063,3/11/2023,C090,N/A,Mashed Potatoes (boxed),2
2064,3/11/2023,C100,N/A,Sloppy Joe Sauce,10
2065,3/11/2023,C126,N/A,Chef Boyardee Variety Pack,3
2066,3/12/2023,C005,N/A,Boiled Peanuts,11
2067,3/12/2023,C025,N/A,Parmesan Cheese,6
2068,3/12/2023,C029,N/A,Cheese Crackers,13
2069,3/12/2023,C049,N/A,Pancake and Waffle mix,12
2070,3/12/2023,C128,N/A,Sardines,7
2071,3/13/2023,C028,N/A,Spaghetti Rings Pasta,15
2072,3/13/2023,C030,N/A,Olives,12
2073,3/13/2023,C076,N/A,Toothbrushes,9
2074,3/13/2023,C109,N/A,Dark Red Kidney Beans,7
2075,3/13/2023,C126,N/A,Pasta Sauce,1
2076,3/13/2023,C143,N/A,Peanut Butter Crackers,2
2077,3/14/2023,C011,N/A,Fruit cup,10
2078,3/14/2023,C048,N/A,Carrots,7
2079,3/14/2023,C065,N/A,Spaghetti Meatballs,10
2080,3/14/2023,C103,N/A,Chili with no beans,7
2081,3/14/2023,C104,N/A,Cabbage,7
2082,3/14/2023,C123,N/A,Scent Booster,1
2083,3/14/2023,C128,N/A,Softener,8
2084,3/15/2023,C012,N/A,Cake,1
2085,3/15/2023,C019,N/A,Rice,13
2086,3/15/2023,C097,N/A,Sugar,7
2087,3/15/2023,C107,N/A,Spaghetti Rings Pasta,14
2088,3/15/2023,C143,N/A,Pork and Beans,8
2089,3/16/2023,C024,N/A,Sweet peas,5
2090,3/16/2023,C035,N/A,Refried Beans,7
2091,3/16/2023,C044,N/A,Chips/Crackers,8
2092,3/16/2023,C053,N/A,Pork and Beans,1
2093,3/16/2023,C091,N/A,Grits (ind),9
2094,3/17/2023,C020,N/A,Dental Floss,3
2095,3/17/2023,C025,N/A,Pho,7
2096,3/17/2023,C036,N/A,Misc.,4
2097,3/17/2023,C049,N/A,CDS,4
2098,3/17/2023,C055,N/A,Sweet peas,5
2099,3/17/2023,C111,N/A,Jalapeno Peppers,5
2100,3/17/2023,C119,N/A,Beans and Rice,6
2101,3/17/2023,C133,N/A,Feminine Products (Tampons),15
2102,3/17/2023,C135,N/A,Chicken broth,8
